census_block_group,visitor_home_cbgs,income,rent,unemploy_ratio
550250006002.0,"{""550250137001"":90,""550250108005"":72,""550250006001"":68,""550250006003"":65,""550250108001"":64,""550250005035"":58,""550250014031"":55,""550250107021"":50}",928,785,0.0583596214511041
550250018041.0,"{""550250114023"":148,""550250115031"":117,""550250112002"":112,""550250120013"":99,""550250016031"":91,""550250115032"":87,""550250018022"":86,""550250113011"":79,""550250114012"":73,""550250011011"":71,""550250026031"":67,""550250016064"":65,""550250109011"":65,""550250026032"":64,""550250018042"":63,""550250011022"":63,""550250017052"":62,""550250112003"":58,""550250024021"":57,""550250115061"":56,""550250133022"":56,""550250114011"":56,""550250132004"":54,""550250012004"":54,""550250015023"":53,""550250016043"":52,""550250133012"":52,""550250102001"":50,""550250014033"":50,""550250018021"":50,""550250023011"":50}",871,685,0.0616710875331565
550250031004.0,"{""550250120013"":189,""550250114012"":118,""550250114023"":99,""550250031003"":98,""550250115031"":79,""550250120012"":78,""550250120011"":74,""550250114011"":73,""550250026031"":72,""550250114013"":68,""550250026032"":67,""550250103001"":61,""550250105024"":56,""550250112002"":56,""550250105012"":54,""550250105022"":53,""550250115032"":52,""550250015023"":50,""550250031001"":50}",483,31,0.0860805860805861
550339702003.0,{},457,101,0.0274390243902439
550619605004.0,"{""550619604003"":65,""550619605002"":64,""550619605005"":58,""550619605003"":54,""550619604006"":52,""550090206001"":50}",366,47,0.035582822085889566
551299502002.0,{},416,22,0.018691588785046728
551390008002.0,"{""551390007003"":93,""551390009001"":82,""551390005003"":65,""551390007002"":62,""551390003002"":61,""551390008001"":56,""551390016001"":52,""551390009002"":50,""551390022012"":50}",474,168,0.03456221198156682
550170112005.0,"{""550170112002"":93,""550170104001"":74,""550170112004"":73,""550170112003"":61,""550170112006"":59,""550170107003"":55,""550170111004"":50}",217,54,0.011627906976744188
550250002053.0,"{""550250109011"":283,""550250112002"":176,""550250113011"":135,""550250109042"":114,""550250109031"":105,""550250109044"":102,""550250137001"":98,""551110006002"":85,""550250004061"":84,""550250125022"":82,""550250130001"":78,""550250108001"":76,""550250108005"":75,""550250128004"":73,""550250109041"":68,""550250120013"":66,""551110007001"":62,""550250107021"":60,""550250128003"":57,""550250132001"":57,""550250005043"":56,""550250002051"":55,""550250113012"":54,""550250108002"":54,""550250111021"":54,""550250108003"":53,""550250002043"":53,""550250114023"":53,""550459601002"":51,""550250112003"":51}",805,516,0.0
550339702002.0,"{""551091207002"":56}",575,193,0.06737247353224254
550791204001.0,"{""550790200002"":65}",608,389,0.05440613026819923
551039704003.0,"{""551039703002"":65,""551039704001"":54}",616,357,0.021233569261880688
551332007002.0,"{""551332004001"":105,""551332005003"":98,""551332005001"":92,""551332034052"":91,""551332033042"":91,""551332005002"":90,""551314702041"":79,""551332033041"":76,""551332008031"":76,""551332007003"":65,""551332008012"":63,""551332034031"":61,""551332009012"":60,""551332004003"":57,""551332012021"":53,""551332008033"":53,""551332003004"":51,""551332002012"":50}",467,16,0.016177957532861473
550250002052.0,"{""550250109011"":140,""550250002051"":66,""550250110002"":51}",510,8,0.015789473684210523
550250120024.0,"{""551050013041"":144,""551050012023"":99,""550250120013"":97,""551050013031"":88,""550250120025"":87,""550250122021"":83,""551050013032"":79,""550250112002"":77,""550250109011"":76,""550250115031"":68,""550250114023"":67,""550250120011"":64,""550250113011"":63,""551050030021"":60,""550250105024"":60,""551050013025"":59,""551050031005"":54,""550250122024"":54,""550250122012"":54,""551050030024"":53,""550250115032"":52,""551270005011"":52}",392,18,0.058127018299246484
550250123003.0,"{""550250122024"":74,""550250122021"":68,""550250123001"":59,""550250122012"":50,""550250120025"":50}",307,58,0.05363321799307958
551332013001.0,"{""551332021012"":123,""551332012023"":68,""551332021023"":68,""551332023013"":67,""551332013002"":67,""551332016003"":58,""551332021031"":56,""551332012032"":54,""551332038031"":52}",353,31,0.016591251885369536
551410103002.0,"{""551410102003"":69,""551410106005"":64,""550730021006"":63,""550730021005"":63,""551410102002"":61,""551410104003"":56,""551410102001"":53}",250,95,0.1163793103448276
551410110003.0,"{""551410115003"":52}",320,79,0.020134228187919462
550239606001.0,"{""550239606003"":70,""550239604003"":57}",426,110,0.019574468085106385
550790206002.0,{},719,130,0.06407487401007919
550859715003.0,"{""550859706021"":135,""550859714001"":74,""550859705001"":67,""551259502003"":64,""550859715001"":55,""550859714002"":55,""550859701021"":54,""550859701023"":52,""551259505002"":52,""550859706022"":50}",538,209,0.015189873417721518
551239606001.0,"{""551239606003"":74}",342,75,0.02931596091205212
551390037025.0,"{""551390036002"":118,""551390037023"":97,""551390037022"":86,""551390023002"":75,""550150207001"":74,""551390024005"":70,""551390036003"":64,""551390016001"":61,""551390018041"":61,""551390018011"":54,""551390009001"":54}",788,149,0.0570021111893033
550790006002.0,"{""550790003042"":66}",377,0,0.0
550219703003.0,"{""550019507003"":94,""550219703001"":86,""551110001004"":78,""551110001003"":78,""551110001001"":70,""551110002001"":60,""550019505022"":56,""550571007003"":53}",542,285,0.0854368932038835
550590029041.0,"{""171118701022"":117,""550590030022"":110,""550590029042"":88,""550590029044"":83,""550590030012"":81,""550590029031"":79,""550590029062"":77,""550590029061"":66,""550590029032"":61,""171118701011"":61,""550590030021"":56,""170978608061"":56}",519,34,0.0644666155026861
550699609002.0,"{""550699607002"":56,""550699606002"":50}",360,114,0.01345291479820628
550870122002.0,"{""550870133001"":230,""550870121004"":123,""550150203062"":101,""550870120002"":94,""550150203063"":82,""550870133002"":76,""550150203061"":73,""550870121003"":73,""550870124001"":68,""550870121005"":67,""550870121001"":64,""550870120001"":61,""550150207001"":59,""550870121002"":55,""550870119002"":50}",403,153,0.0395778364116095
551079605003.0,{},393,153,0.0
551332043021.0,"{""550551017022"":187,""551332042002"":156,""551332042005"":131,""551332043011"":124,""551332043012"":95,""551332045022"":94,""551332041004"":91,""550551017021"":86,""550551008003"":81,""550279615003"":80,""551332045025"":80,""551332037032"":77,""551332041003"":73,""551332043014"":68,""551332037031"":68,""551332040033"":68,""551332040032"":63,""551332042004"":59,""551332041001"":58,""551332043023"":57,""551332043022"":56,""551332042001"":55,""551332044002"":53,""551332034052"":52,""551332038031"":50,""551332045021"":50}",893,500,0.04470588235294118
550819508004.0,{},369,78,0.020253164556962022
550730016001.0,"{""550730011021"":79,""550730011022"":60}",691,28,0.01234567901234568
550791705002.0,"{""550791707002"":80}",463,216,0.07015590200445433
550870113002.0,"{""550870125051"":51}",321,28,0.028286189683860232
550250125012.0,"{""550250125022"":210,""550250125011"":162,""550250125023"":140,""550250124002"":120,""550250124001"":118,""551050029004"":107,""550250122024"":80,""551050012023"":76,""550250122021"":74,""551050029001"":69,""550250123001"":61,""550250125014"":57,""551050013041"":55,""550459601001"":55,""550250125015"":52,""551050029005"":52,""550250137001"":51}",812,398,0.021593447505584513
550390403004.0,"{""550390411004"":135,""550390420004"":105,""550390411003"":97,""550390403001"":96,""550390411001"":83,""550390413001"":73,""550390420005"":71,""550390414002"":61,""550390420003"":57,""550390413005"":55,""550390411002"":52,""550390413002"":51}",878,761,0.09928571428571427
550710104003.0,{},461,72,0.024070021881838075
551010024013.0,"{""551010024021"":60,""551010024012"":55,""551010024011"":54,""551010026004"":51}",648,20,0.00904977375565611
551270004001.0,"{""550551016001"":86,""551270005011"":76,""551270004002"":76,""551270005021"":59}",264,176,0.06196581196581196
551270015011.0,"{""551270015012"":86,""551270015013"":55}",391,65,0.05417276720351392
551332033032.0,"{""551332034052"":185,""551332033041"":92,""551332034051"":85,""551332036024"":82,""551332036023"":79,""551332043011"":79,""551332035003"":77,""551332037043"":74,""551332032001"":74,""550551017022"":74,""551332036011"":72,""551332033052"":71,""551332033042"":69,""551332042002"":68,""551332034063"":67,""551332036022"":67,""551332037031"":67,""551332035004"":66,""551332045022"":65,""551332036021"":63,""551332037032"":60,""551332045025"":57,""551332033031"":56,""551332033033"":56}",599,153,0.0
550790022001.0,{},230,35,0.03519668737060041
550790201002.0,"{""550790203002"":55,""550790200002"":54}",326,317,0.05916305916305916
550896501013.0,"{""550896503004"":133,""550896502001"":126,""550896503001"":104,""550896402002"":84,""550896402001"":81,""551314501032"":80,""550896501011"":73,""550896402004"":73,""550896501022"":68,""550896503003"":57,""550896602022"":57,""550896401002"":55,""550896501014"":55,""550896401005"":54,""551314501042"":50}",1036,220,0.014377788795240456
551314204021.0,"{""551314201061"":129,""551314501032"":109,""551314301001"":107,""551314001043"":87,""551314202004"":86,""551314201041"":81,""551314301003"":81,""551314001021"":80,""551314501042"":74,""551314201052"":67,""551314001041"":65,""551314001042"":64,""551314001033"":64,""551314201034"":61,""551314201042"":59,""551314201051"":58,""551314204012"":54,""551314201062"":54,""551314201043"":50,""551314203003"":50,""551314501051"":50,""551314501041"":50}",410,127,0.03773584905660377
551314401062.0,"{""551314601013"":103,""551314401061"":102,""551314401043"":79,""551314401031"":69,""551314401032"":56,""551332035001"":54,""551314401041"":54,""550279615003"":50}",579,46,0.0137221269296741
551332012011.0,"{""551332034052"":192,""551332021012"":159,""551332033042"":147,""551332033052"":125,""551332033041"":116,""550551017022"":113,""551332037032"":107,""551332034031"":103,""551332034051"":100,""551332038031"":98,""551332042002"":95,""551332031026"":95,""551332034064"":94,""551314601013"":94,""551332043011"":92,""551332012023"":88,""551332042005"":88,""551332015042"":87,""551332037031"":87,""551332037043"":86,""551332008012"":86,""551332041004"":83,""551332012021"":82,""551314702041"":81,""551332035003"":80,""551332034063"":79,""550791603001"":75,""551332034033"":74,""550250112002"":73,""551332023013"":71,""551332036024"":71,""551332033063"":70,""551332045022"":70,""551332032001"":68,""551332024003"":67,""551332045025"":67,""551332008011"":66,""551332005001"":66,""551332015041"":65,""551332038042"":65,""551332004001"":65,""551332032003"":64,""551332021023"":64,""551332037041"":63,""551332008031"":63,""551332038032"":62,""551332022024"":62,""550250114023"":62,""551332017042"":62,""551332031015"":62,""551332017034"":61,""551332033031"":61,""550250109011"":60,""551332034032"":60,""551332035004"":60,""551332034041"":60,""551332033062"":60,""551332026002"":60,""551332034042"":59,""551332015061"":59,""551332019002"":59,""551332040033"":59,""551332038045"":59,""551332036021"":59,""550896602022"":58,""551332043021"":58,""551332033033"":58,""551332041003"":57,""551332038041"":57,""551332040042"":57,""551332008013"":57,""550551017021"":57,""551332012032"":57,""551332036011"":57,""551332021031"":57,""550790074001"":57,""551332012022"":56,""551332036023"":56,""551332034024"":56,""551332005002"":55,""551332016003"":55,""551332039011"":55,""550551007001"":55,""551332003004"":55,""551332036022"":55,""551332034065"":54,""551332031014"":54,""550279615003"":53,""550250120013"":53,""551332005003"":53,""551332045021"":53,""551332043012"":53,""551332031011"":52,""551332035005"":51,""551332008042"":50,""551332040032"":50,""551332008014"":50}",306,117,0.009983361064891847
550759610001.0,"{""550759608001"":52}",356,19,0.056010928961748634
550870102003.0,"{""550870125051"":98,""550870111022"":63,""550870115023"":60,""550870125032"":59,""550870125042"":58,""550870133002"":57,""550870125031"":54}",331,109,0.026666666666666658
550919502002.0,"{""550919502003"":54}",303,56,0.04957264957264956
550790023003.0,{},315,116,0.1147011308562197
550896301001.0,"{""550896302021"":95,""550896302022"":85,""550896402001"":81,""550896201003"":73,""550896302013"":72,""550896302011"":64,""550896201001"":59,""550896101021"":58}",891,436,0.059922680412371136
551050033001.0,"{""172010040014"":62,""551050033002"":60,""551050033003"":59,""551270006004"":51}",248,50,0.04263565891472868
551110011001.0,{},309,85,0.015267175572519087
551170107001.0,"{""551170107002"":179,""551170003002"":107,""551170002021"":102,""551170102001"":91,""551170004001"":81,""551170002022"":80,""551170113003"":78,""551170008003"":75,""551170106021"":75,""551170107003"":70,""550710106002"":64,""551170108002"":63,""551170003001"":62,""551170003003"":60,""551170011001"":60,""550099400013"":59,""550090207021"":59,""551170106011"":58,""551170001001"":58,""551170010003"":57,""551170102002"":56,""551170010001"":54,""551170001002"":54,""551170009003"":52,""551170010004"":52,""551170009001"":50}",973,208,0.007865757734661773
551390015001.0,"{""551390019002"":71,""551390018011"":61,""551390007003"":59,""551390018031"":54,""551390005003"":52}",406,177,0.0125
550250005032.0,"{""550250108005"":114,""550250005043"":88,""550250005033"":81,""550250107021"":72,""550250137001"":65,""550250005042"":53}",577,106,0.012464046021093002
550619602003.0,{},282,13,0.008787346221441124
550219706003.0,"{""550779604003"":65,""550219702003"":56,""550779603003"":55}",754,67,0.025748086290883786
550630101014.0,"{""550819503001"":109,""550630005002"":100,""550819509003"":73,""550630104012"":72,""550630106001"":70,""550630102011"":65,""550630102022"":62,""550630101013"":62,""550630102021"":61,""550630101022"":58,""550819502001"":53,""550819505001"":51}",378,104,0.044303797468354424
550630102013.0,"{""550630102021"":180,""550630102011"":137,""550630102022"":126,""551211007001"":94,""550630102012"":71,""550630101011"":59,""550630104012"":56,""550630102014"":50}",640,6,0.020334059549745823
550790026002.0,{},486,304,0.10157618213660244
550790197003.0,"{""550790195002"":64,""550790197004"":59,""550790197002"":53}",762,430,0.0
551332045023.0,"{""550551017022"":128,""551332043011"":112,""551332042002"":106,""551332045022"":98,""551332034052"":90,""551332042005"":74,""551332045025"":69,""551332037031"":66,""550551017021"":66,""551332043012"":66,""551332045021"":63,""551332037032"":63,""550279615003"":62,""551332043021"":60,""551332043014"":52}",354,30,0.06356589147286822
550350003023.0,"{""550350016003"":143,""550350015001"":122,""550350008021"":116,""550350008032"":105,""550350003021"":101,""550350013001"":85,""550350009003"":83,""550350017001"":82,""550350003022"":81,""550350008022"":81,""550339704001"":70,""550339708002"":64,""550170107003"":60,""550350003012"":58,""550339704002"":58,""550339707001"":54,""550350016001"":54,""551211002002"":53,""271630710181"":53,""550350004001"":53,""550170102002"":51,""550339705001"":50}",626,72,0.05947955390334572
