SCHOOL,DISTRICT,SCH_TYPE,LOW_GRADE,HIGH_GRD,TYPE_DESC,SCH_CAT,CHARTER,FULL_ADDR,PHYS_COUNT,CESA,DPI_KEY,DIST_CODE,SCH_CODE,UNIQUE,NCES_DIST,NCES_SCH,Latitude,Longitude,Comment_Vax,PctMetMinRequirements_Vax
Union Grove High School,Union Grove UHS,High School,9,12,Public school,Regular,No,3433 S Colony Ave  Union Grove WI  53182-9673,Racine,2,3745,5852,20,58520020,5515150,1963,42.727751,-88.051841,Report received,94
Viking Elementary ,Holmen,Elementary School,K4,5,Public school,Regular,No,500 E Wall St  Holmen WI  54636,La Crosse,4,14687,2562,100,25620100,5506540,2298,43.961284,-91.249259,Report received,94
Wakanda Elementary ,Menomonie Area,Elementary School,PK,5,Public school,Regular,No,1801 Wakanda St NE  Menomonie WI  54751-1615,Dunn,11,15813,3444,20,34440020,5509090,1072,44.90676,-91.920533,Report received,94
Wales Elementary ,Kettle Moraine,Elementary School,K4,5,Public school,Regular,No,219 N Oak Crest Dr  Wales WI  53183-9711,Waukesha,1,3811,1376,240,13760240,5503510,380,43.007418,-88.376468,Report received,94
Washington Middle School ,Green Bay Area Public,Middle School,6,8,Public school,Regular,No,314 S Baird St  Green Bay WI  54301-3899,Brown,7,11777,2289,660,22890660,5505820,641,44.504173,-87.997594,Report received,94
Washington Middle School ,Kenosha,Middle School,6,8,Public school,Regular,No,811 Washington Rd  Kenosha WI  53140-2846,Kenosha,1,3090,2793,640,27930640,5507320,831,42.598738,-87.82192,Report received,94
Washington Middle School ,Oconto Falls Public,Middle School,6,8,Public school,Regular,No,102 S Washington St  Oconto Falls WI  54154-1468,Oconto,8,11006,4074,260,40740260,5510950,1438,44.874745,-88.139284,Report received,94
Waterford High School,Waterford UHS,High School,9,12,Public school,Regular,No,100 Field Dr  Waterford WI  53185-4116,Racine,2,3852,6083,20,60830020,5515600,1988,42.763353,-88.21922,Report received,94
Waterloo Elementary ,Waterloo,Elementary School,K4,4,Public school,Regular,No,785 N Monroe St  Waterloo WI  53594-1176,Jefferson,2,7617,6118,20,61180020,5515720,1994,43.191179,-88.990947,Report received,94
Waterloo Intermediate,Waterloo,Elementary School,5,6,Public school,Regular,No,865 N Monroe St  Waterloo WI  53594-1100,Jefferson,2,73,6118,100,61180100,5515720,2628,43.193329,-88.990876,Report received,94
Watertown High School,Watertown Unified,High School,9,12,Public school,Regular,No,825 Endeavour Dr  Watertown WI  53098-1728,Dodge,2,2392,6125,140,61250140,5515750,2002,43.203509,-88.7401,Report received,94
Waubesa Intermediate,McFarland,Elementary School,3,5,Public school,Regular,No,5605 Red Oak Trl  McFarland WI  53558,Dane,2,70105,3381,40,33810040,5508910,2172,43.021599,-89.283846,Report received,94
Waukesha Engineering Prep,Waukesha,High School,9,12,Public school,Regular,Charter,401 E Roberta Ave  Waukesha WI  53186-6637,Waukesha,1,280,6174,430,61740430,5515780,2688,42.993195,-88.222594,Report received,94
Waunakee Prairie Elementary ,Waunakee Community,Elementary School,PK,4,Public school,Regular,No,700 N Madison St  Waunakee WI  53597-1054,Dane,2,30740,6181,100,61810100,5515810,1198,43.200214,-89.453349,Report received,94
Webster Stanley Elementary ,Oshkosh Area,Elementary School,K4,5,Public school,Regular,No,915 Hazel St  Oshkosh WI  54901-4057,Winnebago,6,17163,4179,520,41790520,5511190,2309,44.028471,-88.522726,Report received,94
West Salem Elementary ,West Salem,Elementary School,K4,4,Public school,Regular,No,475 N Mark St  West Salem WI  54669-1224,La Crosse,4,15099,6370,60,63700060,5516350,2140,43.903796,-91.074843,Report received,94
Westby High School,Westby Area,High School,9,12,Public school,Regular,No,206 West Ave S  Westby WI  54667,Vernon,4,15079,6321,200,63210200,5516410,2146,43.650474,-90.863262,Report received,94
Westby Middle School ,Westby Area,Middle School,5,8,Public school,Regular,No,206 West Ave S  Westby WI  54667,Vernon,4,30741,6321,160,63210160,5516410,1207,43.650474,-90.863262,Report received,94
Westlawn Elementary ,Cedarburg,Elementary School,K4,5,Public school,Regular,No,W64N319 Madison Ave  Cedarburg WI  53012-2399,Ozaukee,1,928,1015,75,10150075,5502460,2403,43.286563,-87.990484,Report received,94
Weston Elementary ,D C Everest Area,Elementary School,K4,5,Public school,Regular,No,5200 Camp Phillips Rd  Weston WI  54476-2699,Marathon,9,13127,4970,120,49700120,5513170,1741,44.910471,-89.569853,Report received,94
Weston Elementary ,Weston,Elementary School,K4,5,Public school,Regular,No,E2511 County Road S  Cazenovia WI  53924-9402,Sauk,3,9470,6354,160,63540160,5516470,548,43.46358,-90.28225,Report received,94
Westside Acad,Milwaukee,Elementary School,K3,5,Public school,Regular,No,1940 N 36th St  Milwaukee WI  53208-1927,Milwaukee,1,48851,3619,130,36190130,5509600,1512,43.055814,-87.957866,Report received,94
Whittier Elementary ,Kenosha,Elementary School,K4,5,Public school,Regular,No,8542 Cooper Rd  Pleasant Prairie WI  53158-3200,Kenosha,1,3091,2793,680,27930680,5507320,832,42.550536,-87.86976,Report received,94
Whittier Elementary ,Milwaukee,Elementary School,K3,5,Public school,Regular,Charter,4382 S 3rd St  Milwaukee WI  53207-4968,Milwaukee,1,4594,3619,398,36190398,5509600,1271,42.964397,-87.912734,Report received,94
Whittier Elementary ,Waukesha,Elementary School,K4,5,Public school,Regular,No,1103 S East Ave  Waukesha WI  53186-6666,Waukesha,1,3988,6174,540,61740540,5515780,2028,42.99237,-88.226152,Report received,94
Wild Rose High School,Wild Rose,High School,6,12,Public school,Regular,No,600 Park Ave  Wild Rose WI  54984,Waushara,5,18385,6475,60,64750060,5516710,2185,44.176294,-89.246202,Report received,94
Wileman Elementary ,Delavan-Darien,Elementary School,K4,0,Public school,Regular,No,1001 E Geneva St  Delavan WI  53115-1955,Walworth,2,1501,1380,150,13800150,5503640,3052,42.628162,-88.630691,Report received,94
Willow Springs Learning Ctr,Hamilton,Elementary School,K4,0,Public school,Regular,No,W220N6660 Town Line Rd  Menomonee Falls WI  53051-4736,Waukesha,1,1637,2420,140,24200140,5506030,2432,43.138439,-88.183445,Report received,94
Wilson Elementary ,Beaver Dam Unified,Elementary School,KG,5,Public school,Regular,No,405 W Third St  Beaver Dam WI  53916-1513,Dodge,6,9384,336,180,3360180,5500960,130,43.458165,-88.845324,Report received,94
Wilson Elementary ,Janesville,Elementary School,K4,5,Public school,Regular,No,465 Rockport Rd  Janesville WI  53548-5122,Rock,2,6585,2695,360,26950360,5507020,776,42.672002,-89.024771,Report received,94
Wilson Elementary ,Kenosha,Elementary School,K4,5,Public school,Regular,No,4520 33rd Ave  Kenosha WI  53144-6710,Kenosha,1,3092,2793,700,27930700,5507320,833,42.594518,-87.849431,Report received,94
Wilson Elementary ,Mequon-Thiensville,Elementary School,K4,5,Public school,Regular,No,11001 N Buntrock Ave  Mequon WI  53092-4397,Ozaukee,1,2334,3479,160,34790160,5509130,1090,43.218037,-87.989803,Report received,94
Wilson Elementary ,Neenah Joint,Elementary School,K4,5,Public school,Regular,No,920 Higgins Ave  Neenah WI  54956-3826,Winnebago,6,17987,3892,300,38920300,5510320,1355,44.173829,-88.462254,Report received,94
Wilson Elementary ,Sheboygan Area,Elementary School,PK,5,Public school,Regular,No,1625 Wilson Ave  Sheboygan WI  53081-6699,Sheboygan,7,2085,5271,400,52710400,5513650,1800,43.722123,-87.726248,Report received,94
Wilson Elementary ,Wauwatosa,Elementary School,K4,5,Public school,Regular,No,1060 N Glenview Ave  Wauwatosa WI  53213-3097,Milwaukee,1,4930,6244,300,62440300,5515990,2093,43.043584,-88.01277,Report received,94
Wilson Elementary ,West Allis-West Milwaukee,Elementary School,K4,5,Public school,Regular,No,8710 W Orchard St  West Allis WI  53214-4399,Milwaukee,1,4995,6300,480,63000480,5516260,2124,43.014509,-88.021419,Report received,94
Winneconne Elementary ,Winneconne Community,Elementary School,K4,5,Public school,Regular,No,233 S 3rd Ave  Winneconne WI  54986,Winnebago,6,18413,6608,40,66080040,5516830,2190,44.107902,-88.705541,Report received,94
Winneconne High School,Winneconne Community,High School,9,12,Public school,Regular,No,100 Wolf Run  Winneconne WI  54986,Winnebago,6,18414,6608,60,66080060,5516830,2191,44.119617,-88.698407,Report received,94
Woodview Elementary ,Grafton,Elementary School,K4,5,Public school,Regular,No,600 5th Ave  Grafton WI  53024-1002,Ozaukee,1,1150,2217,100,22170100,5505610,2250,43.332422,-87.959828,Report received,94
Zielanis Elementary ,Kiel Area,Elementary School,K4,4,Public school,Regular,No,1010 Adams St  Kiel WI  53042,Manitowoc,7,1522,2828,100,28280100,5507440,2333,43.918192,-88.028046,Report received,94
4K Center for Literacy,Kimberly Area,Elementary School,K4,0,Public school,Regular,No,614 E Kimberly Ave  Kimberly WI  54136-1513,Outagamie,6,1341,2835,150,28350150,5507470,3029,44.272697,-88.327856,Report received,95
Abbotsford Elementary ,Abbotsford,Elementary School,K4,5,Public school,Regular,No,510 W Hemlock St  Abbotsford WI  54405,Clark,10,12331,7,20,70020,5500030,1,44.949491,-90.331929,Report received,95
Abraham Lincoln Elementary ,Monroe,Elementary School,K4,5,Public school,Regular,No,2625 14th Ave  Monroe WI  53566-3373,Green,2,7049,3682,10,36820010,5509840,2771,42.586977,-89.642618,Report received,95
Abrams Elementary ,Oconto Falls Public,Elementary School,K4,5,Public school,Regular,No,3000 Elm St  Abrams WI  54101,Oconto,8,10398,4074,20,40740020,5510950,1431,44.782709,-88.055506,Report received,95
Al Behrman Elementary ,Baraboo,Elementary School,PK,5,Public school,Regular,No,400 Mulberry St  Baraboo WI  53913-3012,Sauk,5,9319,280,180,2800180,5500810,109,43.458286,-89.738499,Report received,95
ALBA,Milwaukee,Elementary School,K3,5,Public school,Regular,Charter,1712 S 32nd St  Milwaukee WI  53215-2104,Milwaukee,1,72846,3619,162,36190162,5509600,3371,43.011558,-87.953331,Report received,95
Albany Community Middle School ,Albany,Middle School,6,8,Public school,Regular,No,400 5th St  Albany WI  53502-9504,Green,2,5924,63,60,630060,5500120,2357,42.707279,-89.434039,Report received,95
Albany Elementary ,Albany,Elementary School,K4,5,Public school,Regular,No,400 5th St  Albany WI  53502-9504,Green,2,5922,63,20,630020,5500120,13,42.707279,-89.434039,Report received,95
Albany High School,Albany,High School,9,12,Public school,Regular,No,400 5th St  Albany WI  53502-9504,Green,2,5923,63,40,630040,5500120,14,42.707279,-89.434039,Report received,95
Aldrich Intermediate,Beloit,Combined Elementary/Secondary School,4,8,Public school,Regular,No,1859 Northgate Dr  Beloit WI  53511-2699,Rock,2,6033,413,20,4130020,5501050,137,42.535266,-89.013053,Report received,95
Allis Elementary ,Madison Metropolitan,Elementary School,K4,5,Public school,Regular,No,4201 Buckeye Rd  Madison WI  53716-1648,Dane,2,8628,3269,225,32690225,5508520,929,43.076807,-89.320972,Report received,95
Alma Elementary ,Alma,Elementary School,K4,8,Public school,Regular,No,S1618 State Road 35  Alma WI  54610-8301,Buffalo,4,14406,84,20,840020,5500180,17,44.375506,-91.959148,Report received,95
Alma High School,Alma,High School,9,12,Public school,Regular,No,S1618 State Road 35  Alma WI  54610-8301,Buffalo,4,14407,84,40,840040,5500180,18,44.375506,-91.959148,Report received,95
ALPS,Oshkosh Area,Combined Elementary/Secondary School,4,8,Public school,Regular,Charter,325 S Eagle St  Oshkosh WI  54902,Winnebago,6,72836,4179,170,41790170,5511190,3364,44.014885,-88.573229,Report received,95
Altoona Intermediate,Altoona,Elementary School,4,5,Public school,Regular,No,1903 Bartlett Ave  Altoona WI  54720-1799,Eau Claire,10,783,112,100,1120100,5500270,2925,44.803597,-91.440592,Report received,95
Amery High School,Amery,High School,9,12,Public school,Regular,No,555 Minneapolis Ave S  Amery WI  54001-1598,Polk,11,9979,119,40,1190040,5500300,30,45.291967,-92.352411,Report received,95
Amery Intermediate,Amery,Elementary School,3,5,Public school,Regular,No,543 Minneapolis Ave S  Amery WI  54001-1522,Polk,11,9980,119,50,1190050,5500300,75,45.291938,-92.352483,Report received,95
Antigo High School,Antigo Unified,High School,9,12,Public school,Regular,No,1900 10th Ave  Antigo WI  54409-1015,Langlade,9,12388,140,70,1400070,5500360,37,45.132983,-89.176889,Report received,95
Arboretum Elementary ,Waunakee Community,Elementary School,PK,4,Public school,Regular,No,1350 Arboretum Dr  Waunakee WI  53597,Dane,2,171,6181,110,61810110,5515810,2648,43.176449,-89.417923,Report received,95
Arcadia Elementary ,Arcadia,Elementary School,K4,4,Public school,Regular,No,358 E River St  Arcadia WI  54612-1344,Trempealeau,4,1493,154,190,1540190,5500420,3040,44.252674,-91.495295,Report received,95
Arcadia High School,Arcadia,High School,9,12,Public school,Regular,No,756 Raider Dr  Arcadia WI  54612-9025,Trempealeau,4,14431,154,40,1540040,5500420,68,44.24193,-91.487426,Report received,95
Arcadia Middle School ,Arcadia,Middle School,5,8,Public school,Regular,No,725 Fairfield Ave  Arcadia WI  54612-1908,Trempealeau,4,1494,154,290,1540290,5500420,3041,44.242618,-91.485831,Report received,95
Argyle Elementary ,Argyle,Elementary School,K4,5,Public school,Regular,No,14665 State Road 78  Argyle WI  53504,Lafayette,3,5952,161,20,1610020,5500450,69,42.707353,-89.868137,Report received,95
Argyle High School,Argyle,High School,9,12,Public school,Regular,No,14665 State Road 78  Argyle WI  53504,Lafayette,3,5953,161,40,1610040,5500450,70,42.707353,-89.868137,Report received,95
Arrowhead High School,Arrowhead UHS,High School,9,12,Public school,Regular,No,700 North Ave  Hartland WI  53029-1143,Waukesha,1,1302,2450,20,24500020,5506180,678,43.113551,-88.34697,Report received,95
Ashland Middle School ,Ashland,Middle School,6,8,Public school,Regular,No,203 11th St E  Ashland WI  54806-3245,Ashland,12,16206,170,30,1700030,5500510,74,46.584969,-90.875017,Report received,95
Ashwaubenon High School,Ashwaubenon,High School,9,12,Public school,Regular,No,2391 S Ridge Rd  Green Bay WI  54304-5093,Brown,7,11954,182,20,1820020,5500540,81,44.489083,-88.074337,Report received,95
Audubon High School,Milwaukee,High School,9,12,Public school,Regular,No,3300 S 39th St  Milwaukee WI  53215-4019,Milwaukee,1,401,3619,434,36190434,5509600,2782,42.983914,-87.96178,Report received,95
AugustaElementary ,Augusta,Elementary School,K4,5,Public school,Regular,No,E19320 Bartig Rd  Augusta WI  54722-7501,Eau Claire,10,15386,217,20,2170020,5500630,92,44.726811,-91.212598,Report received,95
Badger Rock Middle School ,Madison Metropolitan,Middle School,6,8,Public school,Regular,Charter,501 E Badger Rd  Madison WI  53713,Dane,2,676,3269,200,32690200,5508520,2866,43.037707,-89.377351,Report received,95
BangorElementary ,Bangor,Elementary School,K4,5,Public school,Regular,No,701 14th Ave S  Bangor WI  54614,La Crosse,4,14457,245,20,2450020,5500780,100,43.888797,-90.986152,Report received,95
Bangor Middle School /Hi,Bangor,High School,6,12,Public school,Regular,No,700 10th Ave S  Bangor WI  54614,La Crosse,4,14458,245,40,2450040,5500780,101,43.888536,-90.982831,Report received,95
Banta Sch,Menasha Joint,Elementary School,KG,5,Public school,Regular,No,328 Sixth St  Menasha WI  54952,Winnebago,6,27000,3430,160,34300160,5509030,659,44.20848,-88.451236,Report received,95
Barneveld Elementary ,Barneveld,Elementary School,K4,5,Public school,Regular,No,304 S Jones St  Barneveld WI  53507,Iowa,3,5974,287,20,2870020,5500840,111,43.010952,-89.892292,Report received,95
Barrie Elementary ,Fort Atkinson,Elementary School,PK,5,Public school,Regular,No,1000 Harriette St  Fort Atkinson WI  53538-1510,Jefferson,2,6499,1883,20,18830020,5504740,509,42.93252,-88.849599,Report received,95
Bay Harbor Elementary ,Howard-Suamico,Elementary School,K4,4,Public school,Regular,No,1590 Harbor Lights Rd  Suamico WI  54173,Brown,7,382,2604,120,26040120,5506630,2709,44.621336,-88.04562,Report received,95
Bay Port High School,Howard-Suamico,High School,9,12,Public school,Regular,No,2710 Lineville Rd  Green Bay WI  54313-7151,Brown,7,12093,2604,20,26040020,5506630,716,44.594937,-88.090781,Report received,95
Beaumont Elementary ,Green Bay Area Public,Elementary School,K4,5,Public school,Regular,No,1505 Gatewood St  Green Bay WI  54304-3375,Brown,7,11958,2289,60,22890060,5505820,613,44.505499,-88.05152,Report received,95
Belleville High School,Belleville,High School,9,12,Public school,Regular,No,635 W Church St  Belleville WI  53508,Dane,2,5994,350,40,3500040,5500990,132,42.8583,-89.546278,Report received,95
Beloit Early Learning,Beloit,Elementary School,K4,0,Public school,Regular,No,1633 Keeler Ave  Beloit WI  53511-4713,Rock,2,699,413,150,4130150,5501050,2855,42.51344,-89.015848,Report received,95
Benjamin Franklin Elementary &Early Lrn,Menomonee Falls,Elementary School,K4,2,Public school,Regular,No,N81W14701 Franklin Dr  Menomonee Falls WI  53051-3998,Waukesha,1,1638,3437,40,34370040,5509060,1061,43.16543,-88.092489,Report received,95
Benjamin Franklin Jr,Stevens Point Area Public,Junior High School,7,9,Public school,Regular,No,2000 Polk St  Stevens Point WI  54481-5872,Portage,5,13173,5607,10,56070010,5514490,1868,44.497816,-89.564949,Report received,95
Benton High School,Benton,High School,9,12,Public school,Regular,No,41 Alma St  Benton WI  53803,Lafayette,3,8732,427,40,4270040,5501110,161,42.567962,-90.38399,Report received,95
Benton Middle School ,Benton,Middle School,7,8,Public school,Regular,No,41 Alma St  Benton WI  53803,Lafayette,3,1538,427,250,4270250,5501110,3061,42.567962,-90.38399,Report received,95
Berlin High School,Berlin Area,High School,9,12,Public school,Regular,No,222 Memorial Dr  Berlin WI  54923-1252,Green Lake,6,17522,434,40,4340040,5501140,162,43.977563,-88.942128,Report received,95
Big Foot High School,Big Foot UHS,High School,9,12,Public school,Regular,No,401 Devils Ln  Walworth WI  53184,Walworth,2,3818,6013,20,60130020,5515480,1982,42.527637,-88.592243,Report received,95
Birchwood Elementary ,Birchwood,Elementary School,K4,5,Public school,Regular,No,300 S Wilson St  Birchwood WI  54817-8841,Washburn,11,16470,441,20,4410020,5501170,168,45.654407,-91.553364,Report received,95
Birchwood High School,Birchwood,High School,9,12,Public school,Regular,No,300 S Wilson St  Birchwood WI  54817-8841,Washburn,11,16471,441,40,4410040,5501170,169,45.654407,-91.553364,Report received,95
Birchwood Middle School ,Birchwood,Middle School,6,8,Public school,Regular,No,300 S Wilson St  Birchwood WI  54817-8841,Washburn,11,72866,441,210,4410210,5501170,3374,45.654407,-91.553364,Report received,95
Birnamwood Elementary ,Wittenberg-Birnamwood,Elementary School,K4,8,Public school,Regular,No,337 Main St  Birnamwood WI  54414-9259,Shawano,8,12483,6692,20,66920020,5517100,2218,44.929022,-89.209909,Report received,95
Black Hawk Elementary ,Black Hawk,Elementary School,K4,5,Public school,Regular,No,202 E Center St  South Wayne WI  53587-9509,Lafayette,3,7434,2240,160,22400160,5505730,608,42.569532,-89.876049,Report received,95
Black Hawk High School,Black Hawk,High School,9,12,Public school,Regular,No,202 E Center St  South Wayne WI  53587-9509,Lafayette,3,7433,2240,20,22400020,5505730,605,42.569532,-89.876049,Report received,95
Black Hawk Middle School ,Black Hawk,Middle School,6,8,Public school,Regular,No,202 E Center St  South Wayne WI  53587-9509,Lafayette,3,6544,2240,40,22400040,5505730,606,42.569532,-89.876049,Report received,95
Black Hawk Middle School ,Madison Metropolitan,Middle School,6,8,Public school,Regular,No,1402 Wyoming Way  Madison WI  53704-1497,Dane,2,7873,3269,690,32690690,5508520,959,43.146991,-89.369529,Report received,95
Blair-Taylor Elementary ,Blair-Taylor,Elementary School,K4,6,Public school,Regular,No,N31024 Elland Rd  Blair WI  54616,Trempealeau,4,14507,485,34,4850034,5500016,2380,44.251701,-91.264753,Report received,95
Blair-Taylor Middle School /Hi,Blair-Taylor,High School,7,12,Public school,Regular,No,N31024 Elland Rd  Blair WI  54616,Trempealeau,4,14506,485,11,4850011,5500016,2378,44.251701,-91.264753,Report received,95
Blakewood Elementary ,South Milwaukee,Elementary School,K4,5,Public school,Regular,No,3501 Blakewood Ave  South Milwaukee WI  53172-3499,Milwaukee,1,3659,5439,10,54390010,5514040,1826,42.89742,-87.8746,Report received,95
Bloomer High School,Bloomer,High School,9,12,Public school,Regular,No,1310 17th Ave  Bloomer WI  54724-1573,Chippewa,10,15406,497,40,4970040,5501350,184,45.099611,-91.489784,Report received,95
Bluff View Elementary ,Prairie du Chien Area,Elementary School,2,4,Public school,Regular,No,1901 E Wells St  Prairie du Chien WI  53821,Crawford,3,594,4543,150,45430150,5512150,2830,43.040835,-91.12654,Report received,95
Bluff View Jr High School,Prairie du Chien Area,Junior High School,7,8,Public school,Regular,No,1901 E Wells St  Prairie du Chien WI  53821,Crawford,3,596,4543,300,45430300,5512150,2844,43.040835,-91.12654,Report received,95
Bluff View Middle School ,Prairie du Chien Area,Middle School,5,6,Public school,Regular,No,1901 E Wells St  Prairie du Chien WI  53821,Crawford,3,595,4543,280,45430280,5512150,2833,43.040835,-91.12654,Report received,95
Boscobel Elementary ,Boscobel Area,Elementary School,K4,6,Public school,Regular,No,200 Buchanan St  Boscobel WI  53805-1797,Grant,3,8764,609,20,6090020,5501500,192,43.132679,-90.703479,Report received,95
Boscobel Jr,Boscobel Area,Junior High School,7,8,Public school,Regular,No,300 Brindley St  Boscobel WI  53805-1798,Grant,3,8766,609,60,6090060,5501500,194,43.130352,-90.700774,Report received,95
Bowler Elementary ,Bowler,Elementary School,K4,6,Public school,Regular,No,500 S Almon St  Bowler WI  54416,Shawano,8,12492,623,20,6230020,5501560,199,44.856732,-88.982311,Report received,95
Bowler High School,Bowler,High School,7,12,Public school,Regular,No,500 S Almon St  Bowler WI  54416,Shawano,8,12493,623,40,6230040,5501560,200,44.856732,-88.982311,Report received,95
Bradford High School,Kenosha,High School,9,12,Public school,Regular,No,3700 Washington Rd  Kenosha WI  53144-1641,Kenosha,1,3228,2793,60,27930060,5507320,801,42.603173,-87.853923,Report received,95
Brener Elementary ,Shawano,Elementary School,3,5,Public school,Regular,No,1300 S Union St  Shawano WI  54166-3463,Shawano,8,11142,5264,230,52640230,5513620,1779,44.766985,-88.602225,Report received,95
Brodhead Middle School ,Brodhead,Middle School,6,8,Public school,Regular,No,2100 W 9th Ave  Brodhead WI  53520-2000,Green,2,6196,700,60,7000060,5501740,213,42.616311,-89.386486,Report received,95
Brookfield Elementary ,Elmbrook,Elementary School,PK,5,Public school,Regular,No,2530 N Brookfield Rd  Brookfield WI  53045-4197,Waukesha,1,1559,714,40,7140040,5501770,216,43.064906,-88.144993,Report received,95
Brooklyn Elementary ,Oregon,Elementary School,PK,4,Public school,Regular,No,204 Division St  Brooklyn WI  53521,Green,2,6221,4144,20,41440020,5511100,1468,42.854992,-89.376034,Report received,95
Brookwood High School,Norwalk-Ontario-Wilton,High School,7,12,Public school,Regular,No,28861 Highway 131 N  Ontario WI  54651,Monroe,4,14842,3990,20,39900020,5510770,1402,43.777495,-90.55241,Report received,95
Brown Deer Elementary ,Brown Deer,Elementary School,K4,6,Public school,Regular,No,5757 W Dean Rd  Brown Deer WI  53223-2946,Milwaukee,1,5408,721,80,7210080,5501800,232,43.169768,-87.983472,Report received,95
Brown Deer Middle School /Hi,Brown Deer,High School,7,12,Public school,Regular,No,8060 N 60th St  Brown Deer WI  53223-3538,Milwaukee,1,5406,721,40,7210040,5501800,230,43.165407,-87.982728,Report received,95
Bruce Guadalupe,Bruce Guadalupe,Elementary School,K4,8,Non District Charter Schools,Regular,Charter,1028 S 9th St  Milwaukee WI  53204-1335,Milwaukee,1,464,8123,100,81230100,5500059,772,43.020618,-87.921716,Report received,95
Bullen Middle School ,Kenosha,Middle School,6,8,Public school,Regular,No,2804 39th Ave  Kenosha WI  53144-1506,Kenosha,1,3066,2793,70,27930070,5507320,802,42.612844,-87.856063,Report received,95
Burleigh Elementary ,Elmbrook,Elementary School,PK,5,Public school,Regular,No,16185 Burleigh Pl  Brookfield WI  53005-2899,Waukesha,1,832,714,80,7140080,5501770,218,43.077661,-88.113079,Report received,95
Butte des Morts Elementary ,Menasha Joint,Elementary School,K4,5,Public school,Regular,No,501 Tayco St  Menasha WI  54952-2797,Winnebago,6,17917,3430,40,34300040,5509030,1054,44.207359,-88.452957,Report received,95
Caddie Woodlawn Elementary ,Durand-Arkansaw,Elementary School,K4,5,Public school,Regular,No,650 Auth St  Durand WI  54736,Pepin,11,15638,1499,20,14990020,5503840,116,44.628375,-91.956177,Report received,95
Cadott High School,Cadott Community,High School,9,12,Public school,Regular,No,426 Myrtle St  Cadott WI  54727,Chippewa,10,15456,870,40,8700040,5502040,248,44.949306,-91.148196,Report received,95
Cambria Friesland Middle School /Hi,Cambria-Friesland,High School,6,12,Public school,Regular,No,410 E Edgewater St  Cambria WI  53923,Columbia,5,9455,882,40,8820040,5502070,250,43.542613,-89.101814,Report received,95
Cambridge High School,Cambridge,High School,9,12,Public school,Regular,No,403 Blue Jay Way  Cambridge WI  53523,Jefferson,2,6231,896,40,8960040,5502100,255,43.005061,-89.009632,Report received,95
Cameron High School,Cameron,High School,9,12,Public school,Regular,No,750 S 1st St  Cameron WI  54822,Barron,11,16503,903,40,9030040,5502130,257,45.402176,-91.737643,Report received,95
Cardinal Heights Upper Middle School ,Sun Prairie Area,Middle School,8,9,Public school,Regular,No,220 Kroncke Dr  Sun Prairie WI  53590-2900,Dane,2,531,5656,220,56560220,5514640,2810,43.181565,-89.218478,Report received,95
Case High School,Racine Unified,High School,9,12,Public school,Regular,No,7345 Washington Ave  Racine WI  53406-3896,Racine,1,5897,4620,491,46200491,5512360,1621,42.715307,-87.872876,Report received,95
Cashton Elementary ,Cashton,Elementary School,K4,5,Public school,Regular,No,436 Front St  Cashton WI  54619-8003,Monroe,4,14523,980,20,9800020,5502340,262,43.739859,-90.783883,Report received,95
Cashton Middle School /Hi,Cashton,High School,6,12,Public school,Regular,No,540 Coe St  Cashton WI  54619,Monroe,4,14524,980,40,9800040,5502340,263,43.740783,-90.780128,Report received,95
Cassville High School,Cassville,High School,7,12,Public school,Regular,No,715 E Amelia St  Cassville WI  53806-9685,Grant,3,8800,994,40,9940040,5502400,265,42.71134,-90.985296,Report received,95
Cataract Elementary ,Sparta Area,Elementary School,K4,3,Public school,Regular,No,6070 State Highway 27  Sparta WI  54656,Monroe,4,14542,5460,40,54600040,5514160,1837,44.084741,-90.84073,Report received,95
Cedar Grove-Belgium High School,Cedar Grove-Belgium Area,High School,9,12,Public school,Regular,No,321 N 2nd St  Cedar Grove WI  53013,Sheboygan,7,983,1029,40,10290040,5502430,267,43.574703,-87.825466,Report received,95
Cedarburg High School,Cedarburg,High School,9,12,Public school,Regular,No,W68N611 Evergreen Blvd  Cedarburg WI  53012-1899,Ozaukee,1,926,1015,20,10150020,5502460,270,43.297856,-87.99477,Report received,95
Central - Denison Elementary ,Lake Geneva J1,Elementary School,K4,3,Public school,Regular,No,900 Wisconsin St  Lake Geneva WI  53147-1831,Walworth,2,3312,2885,20,28850020,5507620,879,42.594697,-88.437224,Report received,95
Central City Cyberschool,Central City Cyberschool,Elementary School,K4,8,Non District Charter Schools,Regular,Charter,4301 N 44th St  Milwaukee WI  53216,Milwaukee,1,70099,8105,1211,81051211,5500041,2171,43.095493,-87.96897,Report received,95
Central Elementary ,Rhinelander,Elementary School,4,5,Public school,Regular,No,418 N Pelham St  Rhinelander WI  54501-3197,Oneida,9,13571,4781,40,47810040,5512720,1674,45.643018,-89.409039,Report received,95
Central High School,Central/Westosha UHS,High School,9,12,Public school,Regular,No,24617 75th St  Salem WI  53168,Kenosha,2,3608,5054,20,50540020,5513290,1751,42.568046,-88.108811,Report received,95
Central High School,Elmbrook,High School,9,12,Public school,Regular,No,16900 W Gebhardt Rd  Brookfield WI  53005-5138,Waukesha,1,830,714,20,7140020,5501770,214,43.05508,-88.122211,Report received,95
