SCHOOL,DISTRICT,SCH_TYPE,LOW_GRADE,HIGH_GRD,TYPE_DESC,SCH_CAT,CHARTER,FULL_ADDR,PHYS_COUNT,CESA,DPI_KEY,DIST_CODE,SCH_CODE,UNIQUE,NCES_DIST,NCES_SCH,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"North Hi","Eau Claire Area","High School",9,12,"Public school",Regular,No,"1801 Piedmont Rd  Eau Claire WI  54703-0800","Eau Claire",10,15309,1554,400,15540400,5504050,00431,44.846521,-91.483755,1,range_interpolation,1801,"Piedmont Rd","Eau Claire",WI,"Eau Claire County",54703,US,"TIGER/Line® dataset from the US Census Bureau"
"North Hi","Oshkosh Area","High School",9,12,"Public school",Regular,No,"1100 W Smith Ave  Oshkosh WI  54901-1848",Winnebago,6,17154,4179,290,41790290,5511190,01495,44.045158,-88.550094,1,rooftop,1100,"W Smith Ave",Oshkosh,WI,"Winnebago County",54901,US,Winnebago
"North Hi","Sheboygan Area","High School",9,12,"Public school",Regular,No,"2926 N 10th St  Sheboygan WI  53083",Sheboygan,7,02189,5271,280,52710280,5513650,01794,43.776033,-87.716328,1,rooftop,2926,"N 10th St",Sheboygan,WI,"Sheboygan County",53083,US,Sheboygan
"North Hi",Waukesha,"High School",9,12,"Public school",Regular,No,"2222 Michigan Ave  Waukesha WI  53188-3173",Waukesha,1,03980,6174,290,61740290,5515780,02019,43.018186,-88.264034,1,rooftop,2222,"Michigan Ave",Waukesha,WI,"Waukesha County",53188,US,Waukesha
"North Hudson El",Hudson,"Elementary School",K4,5,"Public school",Regular,No,"510 Lemon St N  Hudson WI  54016-1199","Saint Croix",11,10159,2611,100,26110100,5506690,00730,44.995255,-92.750024,1,rooftop,510,"Lemon St N",Hudson,WI,"St. Croix County",54016,US,Statewide
"North Lake El","North Lake","Elementary School",K4,8,"Public school",Regular,No,"N75W31283 Highway VV  North Lake WI  53064",Waukesha,1,01762,3514,20,35140020,5509300,02268,43.018696,-88.302997,0.33,place,,,"North Lake",WI,"Waukesha County",53064,US,"TIGER/Line® dataset from the US Census Bureau"
"North Lakeland El","North Lakeland","Elementary School",K4,8,"Public school",Regular,No,"12686 County Road K  Manitowish Waters WI  54545-9324",Vilas,9,13845,0616,50,06160050,5501530,00198,46.155097,-89.845465,0.33,place,,,"Manitowish Waters",WI,"Vilas County",54545,US,"TIGER/Line® dataset from the US Census Bureau"
"North Mid","Menomonee Falls","Middle School",6,8,"Public school",Regular,No,"N88W16750 Garfield Dr  Menomonee Falls WI  53051-2815",Waukesha,1,01642,3437,220,34370220,5509060,01068,43.177721,-88.116093,1,range_interpolation,88,"Garfield Dr","Menomonee Falls",WI,"Waukesha County",53051,US,"TIGER/Line® dataset from the US Census Bureau"
"North Park El","Racine Unified","Elementary School",K4,5,"Public school",Regular,No,"4748 Elizabeth St  Racine WI  53402-2499",Racine,1,05705,4620,150,46200150,5512360,01634,42.781342,-87.802859,1,rooftop,4748,"Elizabeth St",Racine,WI,"Racine County",53402,US,Statewide
"North Shore Mid","Hartland-Lakeside J3","Middle School",6,8,"Public school",Regular,No,"800 E North Shore Dr  Hartland WI  53029-2713",Waukesha,1,31106,2460,100,24600100,5506140,01282,43.084347,-88.334582,0.8,rooftop,800,"E North Shore Dr",Pewaukee,WI,"Waukesha County",53072,US,Waukesha
"North Star Acad","Barron Area","High School",9,12,"Public Schools-Multidistrict Charters",Alternative,Charter,N/A,,11,0000,0308,9410,03089410,5500870,N/A,0,0,0,,,,,,,,,
"North Star Acad",Cameron,"High School",9,12,"Public school",Alternative,Charter,"700 S 1st St  Cameron WI  54822",Barron,11,71743,0903,9410,09039410,5502130,02500,45.403184,-91.737642,1,rooftop,700,"S 1st St",Cameron,WI,"Barron County",54822,US,Statewide
"North Star Acad","Chetek-Weyerhaeuser Area","High School",9,12,"Public Schools-Multidistrict Charters",Alternative,Charter,N/A,,11,0000,1080,9410,10809410,5500061,N/A,0,0,0,,,,,,,,,
"North Star Acad","Turtle Lake","High School",9,12,"Public Schools-Multidistrict Charters",Alternative,Charter,N/A,,11,0000,5810,9410,58109410,5515060,N/A,0,0,0,,,,,,,,,
"North Woods International Sch","La Crosse","Elementary School",K4,5,"Public school",Regular,No,"2541 Sablewood Rd  La Crosse WI  54601","La Crosse",4,14369,2849,111,28490111,5507530,00196,43.857792,-91.181538,1,rooftop,2541,"Sablewood Rd","La Crosse",WI,"La Crosse County",54601,US,"La Crosse"
"Northeast WI Montessori","Sheboygan Area","Elementary School",1,6,"Public school",Regular,Charter,"411 E Washington Ave  Cleveland WI  53015-1517",Manitowoc,7,00285,5271,170,52710170,5513650,02712,43.913686,-87.73213,1,rooftop,411,"E Washington Ave",Cleveland,WI,"Manitowoc County",53015,US,Manitowoc
"Northeast Wis Learning Acad","Oconto Unified","Combined Elementary/Secondary School",5,12,"Public school",Alternative,No,"400 Michigan Ave  Oconto WI  54153-1764",Oconto,8,01553,4067,800,40670800,5510920,03060,44.891477,-87.870875,1,rooftop,400,"Michigan Ave",Oconto,WI,"Oconto County",54153,US,Statewide
"Northern Hills El",Onalaska,"Elementary School",K4,5,"Public school",Regular,No,"910 East Ave N  Onalaska WI  54650-2299","La Crosse",4,14786,4095,30,40950030,5511010,01446,43.895634,-91.234391,1,rooftop,910,"East Ave N",Onalaska,WI,"La Crosse County",54650,US,"La Crosse"
"Northern Lakes Regional (NLRA)","Rice Lake Area","High School",9,12,"Public school",Regular,Charter,"33 Ann St  Rice Lake WI  54868",Barron,11,00734,4802,450,48020450,5512810,02932,45.498021,-91.735236,1,rooftop,33,"Ann St","Rice Lake",WI,"Barron County",54868,US,Statewide
"Northern Lights El",Superior,"Elementary School",K4,5,"Public school",Regular,No,"1201 N 28th St  Superior WI  54880",Douglas,12,71850,5663,115,56630115,5514670,02539,46.70632,-92.096225,1,rooftop,1201,"N 28th St",Superior,WI,"Douglas County",54880,US,Statewide
"Northern Waters Environmental","Hayward Community","Combined Elementary/Secondary School",6,12,"Public school",Regular,Charter,"10256 Greenwood Ln  Hayward WI  54843",Sawyer,12,00724,2478,250,24780250,5506270,02867,46.004486,-91.500675,1,rooftop,10256,"Greenwood Ln",Hayward,WI,"Sawyer County",54843,US,Statewide
"Northland Pines El-Eagle River","Northland Pines","Elementary School",K4,6,"Public school",Regular,No,"1700 Pleasure Island Rd  Eagle River WI  54521-8927",Vilas,9,13708,1526,40,15260040,5503860,00404,45.934537,-89.25299,1,rooftop,1700,"Pleasure Island Rd","Eagle River",WI,"Vilas County",54521,US,Vilas
"Northland Pines El-St Germain","Northland Pines","Elementary School",K4,4,"Public school",Regular,No,"8234 Highway 70 W  Saint Germain WI  54558",Vilas,9,14026,1526,100,15260100,5503860,00408,45.912984,-89.498118,1,range_interpolation,8234,"State Hwy 70","Saint Germain",WI,"Vilas County",54558,US,"TIGER/Line® dataset from the US Census Bureau"
"Northland Pines Hi","Northland Pines","High School",9,12,"Public school",Regular,No,"1800 Pleasure Island Rd  Eagle River WI  54521-8980",Vilas,9,13709,1526,90,15260090,5503860,00406,45.937382,-89.253007,1,rooftop,1800,"Pleasure Island Rd","Eagle River",WI,"Vilas County",54521,US,Vilas
"Northland Pines Mid","Northland Pines","Middle School",7,8,"Public school",Regular,No,"1800 Pleasure Island Road  Eagle River WI  54521-8927",Vilas,9,13710,1526,95,15260095,5503860,00407,45.937382,-89.253007,1,rooftop,1800,"Pleasure Island Rd","Eagle River",WI,"Vilas County",54521,US,Vilas
"Northland Pines Montessori","Northland Pines","Elementary School",K4,4,"Public school",Regular,Charter,"8234 Highway 70 W  Saint Germain WI  54558",Vilas,9,00956,1526,110,15260110,5503860,03008,45.912984,-89.498118,1,range_interpolation,8234,"State Hwy 70","Saint Germain",WI,"Vilas County",54558,US,"TIGER/Line® dataset from the US Census Bureau"
"Northland Pines-Land O' Lakes","Northland Pines","Elementary School",K4,4,"Public school",Regular,No,"6485 Town Hall Rd  Land O' Lakes WI  54540",Vilas,9,13821,1526,80,15260080,5503860,00405,46.158938,-89.222472,1,rooftop,6485,"Town Hall Rd","Land O Lakes",WI,"Vilas County",54540,US,Vilas
"Northside El","La Crosse","Elementary School",K4,5,"Public school",Regular,No,"1611 Kane St  La Crosse WI  54601","La Crosse",4,14368,2849,80,28490080,5507530,00857,43.847485,-91.241446,0.9,rooftop,1611,"Kane St","La Crosse",WI,"La Crosse County",54603,US,"La Crosse"
"Northside El","Middleton-Cross Plains Area","Elementary School",PK,4,"Public school",Regular,No,"3620 High Rd  Middleton WI  53562-1099",Dane,2,06941,3549,90,35490090,5509510,01109,43.114396,-89.502513,1,rooftop,3620,"High Rd",Middleton,WI,"Dane County",53562,US,Dane
"Northside El",Monroe,"Elementary School",K4,5,"Public school",Regular,No,"3005 8 1/2 St  Monroe WI  53566-1999",Green,2,07052,3682,140,36820140,5509840,01300,42.603559,-89.625279,1,range_interpolation,3005,"8 1/2 St",Monroe,WI,"Green County",53566,US,"TIGER/Line® dataset from the US Census Bureau"
"Northside El","Sun Prairie Area","Elementary School",PK,5,"Public school",Regular,No,"230 W Klubertanz Dr  Sun Prairie WI  53590-1498",Dane,2,07523,5656,60,56560060,5514640,01900,43.19375,-89.215485,1,rooftop,230,"W Klubertanz Dr","Sun Prairie",WI,"Dane County",53590,US,Dane
"Northside Intermediate",Milton,"Elementary School",4,6,"Public school",Regular,No,"159 Northside Dr  Milton WI  53563-1372",Rock,2,06987,3612,130,36120130,5509570,00382,42.782406,-88.94732,1,rooftop,159,"Northside Dr",Milton,WI,"Rock County",53563,US,Rock
"NorthStar Community Charter",Northwood,"Combined Elementary/Secondary School",4,8,"Public school",Regular,Charter,"N14463 Highway 53  Minong WI  54859-9483",Washburn,12,00648,3654,200,36540200,5509720,02877,46.099119,-91.819477,1,street_center,,"Old Hwy 53",Minong,WI,"Washburn County",54859,US,"TIGER/Line® dataset from the US Census Bureau"
"Northstar Mid","Eau Claire Area","Middle School",6,8,"Public school",Regular,No,"2711 Abbe Hill Dr  Eau Claire WI  54703-1248","Eau Claire",10,26958,1554,560,15540560,5504050,00645,44.846033,-91.467965,1,rooftop,2711,"Abbe Hill Dr","Eau Claire",WI,"Eau Claire County",54703,US,Statewide
"Northview El","Howards Grove","Elementary School",K4,4,"Public school",Regular,No,"902 Tyler Rd  Howards Grove WI  53083-1099",Sheboygan,7,02187,2605,110,26050110,5506660,00723,43.842066,-87.824958,1,rooftop,902,"Tyler Rd",Sheboygan,WI,"Sheboygan County",53083,US,Sheboygan
"Northwestern El",Maple,"Elementary School",K4,5,"Public school",Regular,No,"10465 E US Highway 2  Poplar WI  54864",Douglas,12,48759,3297,130,32970130,5508640,01481,46.582735,-91.759469,1,range_interpolation,10465,"Us Hwy 2",Poplar,WI,"Douglas County",54864,US,"TIGER/Line® dataset from the US Census Bureau"
"Northwestern Hi",Maple,"High School",9,12,"Public school",Regular,No,"4751 S County Road F  Maple WI  54854",Douglas,12,16782,3297,160,32970160,5508640,00987,46.652638,-91.733798,0.33,place,,,Maple,WI,"Douglas County",54854,US,"TIGER/Line® dataset from the US Census Bureau"
"Northwestern Mid",Maple,"Middle School",6,8,"Public school",Regular,No,"10523 E US Highway 2  Poplar WI  54864",Douglas,12,16815,3297,170,32970170,5508640,00988,46.58267,-91.756318,1,range_interpolation,10523,"Us Hwy 2",Poplar,WI,"Douglas County",54864,US,"TIGER/Line® dataset from the US Census Bureau"
"Northwood El",Northwood,"Elementary School",K4,5,"Public school",Regular,Charter,"N14463 Highway 53  Minong WI  54859-9483",Washburn,12,00950,3654,100,36540100,5509720,03015,46.099119,-91.819477,1,street_center,,"Old Hwy 53",Minong,WI,"Washburn County",54859,US,"TIGER/Line® dataset from the US Census Bureau"
"Northwood Hi/Mid",Northwood,"High School",6,12,"Public school",Regular,Charter,"N14463 Highway 53  Minong WI  54859-9483",Washburn,12,00755,3654,410,36540410,5509720,02934,46.099119,-91.819477,1,street_center,,"Old Hwy 53",Minong,WI,"Washburn County",54859,US,"TIGER/Line® dataset from the US Census Bureau"
"Northwood Virtual Charter Sch",Northwood,"Combined Elementary/Secondary School",K4,12,"Public school",Regular,Charter,"N14463 Highway 53  Minong WI  54859-9483",Washburn,12,01022,3654,800,36540800,5509720,03018,46.099119,-91.819477,1,street_center,,"Old Hwy 53",Minong,WI,"Washburn County",54859,US,"TIGER/Line® dataset from the US Census Bureau"
"Northwoods Community El",Rhinelander,"Elementary School",K4,5,"Public school",Regular,Charter,"9086 County Road K  Harshaw WI  54529-9731",Oneida,9,13770,4781,20,47810020,5512720,01673,45.690115,-89.663974,0.33,place,,,Harshaw,WI,"Oneida County",54529,US,"TIGER/Line® dataset from the US Census Bureau"
"Northwoods El","Eau Claire Area","Elementary School",KG,5,"Public school",Regular,No,"3600 Northwoods Ln  Eau Claire WI  54703-1379","Eau Claire",10,15310,1554,422,15540422,5504050,00559,44.834288,-91.460284,1,rooftop,3600,"Northwoods Ln","Eau Claire",WI,"Eau Claire County",54703,US,Statewide
"Norwalk-Ontario-Wilton El",Norwalk-Ontario-Wilton,"Elementary School",K4,6,"Public school",Regular,No,"28861 Highway 131 N  Ontario WI  54651",Monroe,4,14843,3990,50,39900050,5510770,00683,43.777495,-90.55241,1,range_interpolation,28861,"State Hwy 131",Ontario,WI,"Monroe County",54651,US,"TIGER/Line® dataset from the US Census Bureau"
NOVA,Milwaukee,"High School",9,12,"Public school",Alternative,No,"2320 W Burleigh St  Milwaukee WI  53206-1751",Milwaukee,1,30932,3619,1072,36191072,5509600,00843,43.075648,-87.941273,1,rooftop,2320,"W Burleigh St",Milwaukee,WI,"Milwaukee County",53206,US,"City of Milwaukee"
"NOVA Tech",Milwaukee,"High School",9,12,"Public school",Vocational,Charter,"225 W Capitol Dr  Milwaukee WI  53212",Milwaukee,1,00943,3619,474,36190474,5509600,03010,43.088477,-87.912362,1,rooftop,225,"W Capitol Dr",Milwaukee,WI,"Milwaukee County",53212,US,"City of Milwaukee"
NR4Kids,"New Richmond","Elementary School",K4,0,"Public school",Regular,No,"1011 E 11th St  New Richmond WI  54017-2591","Saint Croix",11,00279,3962,150,39620150,5510620,02757,45.111975,-92.522681,0.8,rooftop,1011,11th,"New Richmond",WI,"St. Croix County",54017,US,"St Croix"
"Nuestro Mundo","Madison Metropolitan","Elementary School",KG,5,"Public school",Regular,Charter,"902 Nichols Rd  Monona WI  53716-2565",Dane,2,72806,3269,125,32690125,5508520,03356,43.062365,-89.3393,1,rooftop,902,"Nichols Rd",Madison,WI,"Dane County",53716,US,Dane
"O Brown El","Racine Unified","Elementary School",K4,5,"Public school",Regular,No,"2115 5 1/2 Mile Rd  Racine WI  53402-1501",Racine,1,05703,4620,112,46200112,5512360,01605,42.806257,-87.803361,1,range_interpolation,2115,"5 1/2 Mile Rd",Racine,WI,"Racine County",53402,US,"TIGER/Line® dataset from the US Census Bureau"
"Oak Creek East Mid","Oak Creek-Franklin Joint","Middle School",6,8,"Public school",Regular,No,"9330 S Shepard Ave  Oak Creek WI  53154-4548",Milwaukee,1,03534,4018,120,40180120,5510830,01412,42.875349,-87.900655,1,rooftop,9330,"S Shepard Ave","Oak Creek",WI,"Milwaukee County",53154,US,Milwaukee
"Oak Creek Hi","Oak Creek-Franklin Joint","High School",9,12,"Public school",Regular,No,"340 E Puetz Rd  Oak Creek WI  53154-3230",Milwaukee,1,03536,4018,140,40180140,5510830,01411,42.887779,-87.90771,1,rooftop,340,"E Puetz Rd","Oak Creek",WI,"Milwaukee County",53154,US,Milwaukee
"Oak Creek West Mid","Oak Creek-Franklin Joint","Middle School",6,8,"Public school",Regular,No,"8401 S 13th St  Oak Creek WI  53154-2811",Milwaukee,1,03535,4018,130,40180130,5510830,00419,42.892181,-87.933723,1,rooftop,8401,"S 13th St","Oak Creek",WI,"Milwaukee County",53154,US,Milwaukee
"Oakdale El","Tomah Area","Elementary School",K4,1,"Public school",Regular,No,"217 S Oakwood St  Oakdale WI  54660-5168",Monroe,4,14784,5747,140,57470140,5514910,01937,43.958494,-90.381434,1,rooftop,217,"S Oakwood St",Tomah,WI,"Monroe County",54660,US,Statewide
"Oakfield El",Oakfield,"Elementary School",K4,5,"Public school",Regular,No,"200 White St  Oakfield WI  53065","Fond du Lac",6,01769,4025,30,40250030,5510860,01414,43.683509,-88.542194,0.9,rooftop,200,"E White St",Oakfield,WI,"Fond du Lac County",53065,US,"Fond Du Lac"
"Oakfield Hi",Oakfield,"High School",9,12,"Public school",Regular,No,"250 Church St  Oakfield WI  53065","Fond du Lac",6,01770,4025,60,40250060,5510860,01415,43.686069,-88.542435,0.9,rooftop,250,"E Church St",Oakfield,WI,"Fond du Lac County",53065,US,"Fond Du Lac"
"Oakfield Mid",Oakfield,"Middle School",6,8,"Public school",Regular,No,"250 Church St  Oakfield WI  53065","Fond du Lac",6,01771,4025,80,40250080,5510860,01416,43.686069,-88.542435,0.9,rooftop,250,"E Church St",Oakfield,WI,"Fond du Lac County",53065,US,"Fond Du Lac"
"Oaklawn El","Menomonie Area","Elementary School",PK,5,"Public school",Regular,No,"500 21st St S  Menomonie WI  54751",Dunn,11,15818,3444,210,34440210,5509090,00379,44.879476,-91.90248,1,rooftop,500,"21st St S",Menomonie,WI,"Dunn County",54751,US,Dunn
"Oaklawn El","Oshkosh Area","Elementary School",KG,5,"Public school",Regular,No,"112 Viola Ave  Oshkosh WI  54901-1900",Winnebago,6,17153,4179,260,41790260,5511190,01493,44.042247,-88.539734,1,rooftop,112,"Viola Ave",Oshkosh,WI,"Winnebago County",54901,US,Winnebago
"Oakwood El","Oshkosh Area","Elementary School",K4,5,"Public school",Regular,No,"1225 N Oakwood Rd  Oshkosh WI  54904-8456",Winnebago,6,72508,4179,185,41790185,5511190,03340,44.033394,-88.603073,1,rooftop,1225,"N Oakwood Rd",Oshkosh,WI,"Winnebago County",54904,US,Winnebago
"Obama SCTE",Milwaukee,"Combined Elementary/Secondary School",K3,12,"Public school",Regular,No,"5075 N Sherman Blvd  Milwaukee WI  53209-5246",Milwaukee,1,00917,3619,840,36190840,5509600,02993,43.109583,-87.968297,1,rooftop,5075,"N Sherman Bl",Milwaukee,WI,"Milwaukee County",53209,US,"City of Milwaukee"
"Oconomowoc Hi","Oconomowoc Area","High School",9,12,"Public school",Regular,No,"641 E Forest St  Oconomowoc WI  53066-3888",Waukesha,1,01795,4060,130,40600130,5510890,01421,43.099435,-88.489116,1,rooftop,641,"E Forest St",Oconomowoc,WI,"Waukesha County",53066,US,Waukesha
"Oconto El","Oconto Unified","Elementary School",K4,4,"Public school",Regular,No,"810 Scherer Ave  Oconto WI  54153-1110",Oconto,8,10969,4067,160,40670160,5510920,01429,44.878624,-87.872984,1,rooftop,810,"Scherer Ave",Oconto,WI,"Oconto County",54153,US,Statewide
"Oconto Falls El","Oconto Falls Public","Elementary School",K4,5,"Public school",Regular,No,"415 E Maria Volk Dr  Oconto Falls WI  54154",Oconto,8,30949,4074,280,40740280,5510950,01066,44.869166,-88.129291,1,range_interpolation,415,"Marie Volk Dr","Oconto Falls",WI,"Oconto County",54154,US,"TIGER/Line® dataset from the US Census Bureau"
"Oconto Falls Hi","Oconto Falls Public","High School",9,12,"Public school",Regular,No,"210 N Farm Rd  Oconto Falls WI  54154",Oconto,8,11004,4074,200,40740200,5510950,01435,44.871403,-88.130144,1,range_interpolation,210,"N Farm Rd","Oconto Falls",WI,"Oconto County",54154,US,"TIGER/Line® dataset from the US Census Bureau"
"Oconto Hi","Oconto Unified","High School",9,12,"Public school",Regular,No,"1717 Superior Ave  Oconto WI  54153-2009",Oconto,8,10968,4067,100,40670100,5510920,01428,44.901002,-87.872432,1,rooftop,1717,"Superior Ave",Oconto,WI,"Oconto County",54153,US,Statewide
"Oconto Mid","Oconto Unified","Middle School",5,8,"Public school",Regular,No,"400 Michigan Ave  Oconto WI  54153-1764",Oconto,8,10970,4067,180,40670180,5510920,01430,44.891477,-87.870875,1,rooftop,400,"Michigan Ave",Oconto,WI,"Oconto County",54153,US,Statewide
